AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,LATITUDE,LONGITUDE
01A,Afognak Lake Airport,"Afognak Lake, AK",58.10944444,-152.9066667
03A,Bear Creek Mining Strip,"Granite Mountain, AK",65.54805556,-161.0716667
04A,Lik Mining Camp,"Lik, AK",68.08333333,-163.1666667
05A,Little Squaw Airport,"Little Squaw, AK",67.57,-148.1838889
06A,Kizhuyak Bay,"Kizhuyak, AK",57.74527778,-152.8827778
07A,Klawock Seaplane Base,"Klawock, AK",55.55472222,-133.1016667
08A,Elizabeth Island Airport,"Elizabeth Island, AK",59.15694444,-151.8291667
09A,Augustin Island,"Homer, AK",59.36277778,-153.4305556
1B1,Columbia County,"Hudson, NY",42.29138889,-73.71027778
1G4,Grand Canyon West,"Peach Springs, AZ",35.98611111,-113.8169444
1N7,Blairstown Airport,"Blairstown, NJ",40.97111111,-74.9975
8F3,Crosbyton Municipal,"Crosbyton, TX",33.62388889,-101.2408333
A01,Blair Lake,"Fairbanks/Ft. Wainwright, AK",64.36361111,-147.3638889
A02,Deadmans Bay Airport,"Deadmans Bay, AK",57.06666667,-153.9377778
A03,Hallo Bay Airport,"Hallo Bay, AK",58.4575,-154.0233333
A04,Red Lake Airport,"Red Lake, AK",57.27722222,-154.3422222
A05,Shell Lake Airport,"Shell Lake, AK",61.96388889,-151.5558333
A06,Navigator Airstrip,"Kougarok, AK",65.65555556,-165.3563889
A07,Roland Norton Memorial,"Selawik, AK",66.76611111,-160.1527778
A08,Pillar Bay Airport,"Pillar Bay, AK",56.59805556,-134.2427778
A09,Johnstone Point Airport,"Johnstone Point, AK",60.48166667,-146.5841667
KTH,Tikchik Lodge Airport,"Tikchik Lodge, AK",59.95555556,-158.4805556
A11,Bell Creek Airport,"Bell Creek, AK",60.78388889,-159.5402778
A12,Cinnabar Airport,"Cinnabar, AK",60.78527778,-158.8644444
A13,Mountaintop Mine Airport,"Mountaintop Mine, AK",61.39027778,-157.9955556
A14,Whitebear Airport,"Whitebear, AK",61.18888889,-159.8583333
A15,Puviaq Airport,"Puviaq, AK",70.71555556,-154.4069444
A16,Arley Lake Airport,"Arley Lake, AK",70.74694444,-155.3608333
A17,Port Vita Airport,"Port Vita, AK",58.06555556,-153.0725
A18,Kantishna Airport,"Kantishna, AK",63.54111111,-150.995
A20,Alpine Airstrip,"Alpine, AK",70.34416667,-150.9447222
A21,Serpentine Airport,"Serpentine, AK",65.85138889,-164.7027778
A22,Driftwood Bay Airport,"Driftwood Bay, AK",53.97277778,-166.8569444
A23,Bradley Lake Airport,"Bradley Lake, AK",59.77611111,-151.9636111
A24,Chilkat Lake Airport,"Chilkat Lake, AK",59.33166667,-135.8966667
A25,Nugget Creek Airport,"Nugget Creek, AK",59.28833333,-136.1738889
A26,Ivotuk Airstrip,"Ivotuk, AK",68.48333333,-155.7333333
A27,Pogo Mines Airport,"Pogo Mines, AK",64.44,-144.9363889
A28,Ayakulik River Airport,"Ayakulik River, AK",57.25388889,-154.4222222
A29,Kiluda Bay Airport,"Kiluda Bay, AK",57.32305556,-153.1494444
A30,Terror Lake Airport,"Terror Lake, AK",57.96388889,-153.0583333
A31,Selief Bay Airport,"Selief Bay, AK",58.98277778,-153.1833333
A34,Laura Lake Airport,"Laura Lake, AK",58.36194444,-152.3122222
A36,Deep Bay Airport,"Deep Bay, AK",55.56027778,-131.6555556
A37,Kako Airport,"Kako, AK",61.89888889,-161.4397222
A38,Molly Creek Airport,"Molly Creek, AK",64.09722222,-143.2666667
A39,Ptarmigan Lake Airport,"Ptarmigan Lake, AK",61.86611111,-141.1597222
A40,Cape Simpson Airport,"Cape Simpson, AK",71.05694444,-154.7283333
A41,Kogru River Airport,"Kogru River, AK",70.57472222,-152.2588889
A42,Teshepkuk Lake Airport,"Teshepkuk Lake, AK",70.35833333,-153.1966667
A43,Trident Basin Seaplane Base,"Kodiak Island, AK",57.78083333,-152.3911111
A45,Lake Florence Airport,"Lake Florence, AK",57.81666667,-134.5833333
A46,Lake Hasselborg Airport,"Lake Hasselborg, AK",57.7,-134.2666667
A47,Distin Lake Airport,"Distin Lake, AK",57.61666667,-134.3666667
A48,Port Hobron Airport,"Port Hobron, AK",57.15,-153.15
A49,Mooseville Airstrip Airport,"Mooseville Airstrip, AK",70.28444444,-152.2119444
A50,Big Bay Airport,"Big Bay, AK",58.5625,-152.5961111
A51,Wien Lake Airport,"Wien Lake, AK",64.35277778,-151.275
A52,Silver Salmon Creek Airport,"Silver Salmon Creek, AK",59.96388889,-152.6822222
A53,Blear Lake Airport,"Blear Lake, AK",64.33333333,-147.5
A54,Cannery Bay Airport,"Cannery Bay, AK",53.68333333,-166.75
A56,Johnsons Landing,"Bear Lake, AK",56.03666667,-160.2661111
A57,International Seafoods Airport,"International Seafoods, AK",58.26666667,-157.5333333
A58,Cosna River Airport,"Cosna River, AK",64.5,-151.6666667
A59,Ivatuk Airport,"Ivatuk, AK",68.48777778,-155.7575
A61,Cape Sarichef Airport,"Cape Sarichef, AK",54.5825,-164.9144444
A62,Taylor Mountain,"Taylor Mountain Mine, AK",60.86777778,-157.3919444
A63,Coal Creek,"Yukon Charley Rivvers, AK",65.31166667,-143.1341667
A65,Karluk Portage Airport,"Karluk Portage, AK",57.53833333,-154.1644444
A66,Hope Airport,"Hope, AK",60.90722222,-149.6227778
A67,Viekoda Bay Airport,"Viekoda Bay, AK",57.84944444,-153.1152778
A69,Cathedral Strip,"Cold Bay, AK",55.74,-162.1252778
A70,Village Islands Airport,"Village Islands, AK",57.77416667,-153.5447222
A71,Bear Cove Farm,"Homer, AK",59.73833333,-151.03
A72,Chinitna Bay Airport,"Chinitna Bay, AK",59.83333333,-152.5847222
A73,McKinley National Park,"McKinley Park, AK",63.7325,-148.9105556
A74,Dog Fish Bay,"Nanwalek, AK",59.24111111,-151.8772222
A75,Malina Bay Airport,"Malina Bay, AK",58.17194444,-152.8941667
A76,Red Fox Bay Airport,"Red Fox Bay, AK",58.46444444,-152.5930556
A77,Shearwater Airport,"Shearwater, AK",57.34333333,-152.8972222
A78,Lake,"Cape Simpson, AK",71.03,-154.4436111
A79,Cape Simpson No. 1,"Cape Simpson, AK",71.50166667,-154.0338889
A80,Cape Simpson No. 7,"Cape Simpson, AK",70.57388889,-155.3213889
A81,Cape Simpson #1,"Aglaq, AK",70.66277778,-154.8366667
A82,Nikiski Private Airstrip,"Nikiski, AK",60.69027778,-151.2888889
A83,Petrof Point Airport,"Petrof Point, AK",59.37638889,-150.765
A84,Denali West Lodge Private,"Denali, AK",63.75555556,-147.93
A85,Big River Airport,"Big River, AK",61.85944444,-154.2766667
A87,Carry Inlet Airport,"Carry Inlet, AK",58.58305556,-152.4458333
A89,Montague Island Airport,"Montague Island, AK",59.925,-147.5166667
A90,Shannon Pond Airport,"Shannon Pond, AK",59.03916667,-158.4638889
A91,Omalik Lagoon Airport,"Omalik Lagoon, AK",69.15555556,-163.4972222
A92,Omolik Lagoon Airport,"Omolik Lagoon, AK",69.14805556,-163.5102778
A93,Bradley Lake Project Airport,"Bradley Lake Project, AK",59.79166667,-151.2666667
A94,Ice Strip,"Barrow, AK",70.57416667,-155.3180556
A95,Ice Strip,"Barrow, AK",70.31194444,-153.2491667
A96,Ice Strip,"Barrow, AK",70.98083333,-157.095
A97,Akulik Air Strip,"Akulik, AK",68.98555556,-163.4797222
A98,Deadfall Air Strip,"Deadfall, AK",69.17083333,-163.2563889
A99,Eagle Creek Airport,"Eagle Creek, AK",68.67666667,-162.6469444
AA1,Ice Kong,"Bethel, AK",59.95277778,-162.6169444
AA4,Glacier Split,"Kachemak Bay, AK",59.63333333,-151.2083333
AA5,Selby Lake Airport,"Selby Lake, AK",66.95583333,-155.615
AAA,Anaa Airport,"Anaa, French Polynesia",-17.3525,-145.51
AAB,Arrabury Station,"Arrabury, Australia",-26.7,141.0416667
AAC,El Arish International,"El Arish, Egypt",31.07333333,33.83583333
AAE,Rabah Bitat,"Annaba, Algeria",36.82944444,7.81388889
AAF,Apalachicola Regional Cleve Randolph Field,"Apalachicola, FL",29.7275,-85.0275
AAH,Aachen Merzbrueck,"Aachen, Germany",50.82305556,6.1875
AAI,Arraias Airport,"Arraias, Brazil",-13.02583333,-46.88361111
AAL,Aalborg Airport,"Aalborg, Denmark",57.09416667,9.85583333
AAM,Malamala,"Mala Mala, South Africa",-24.81694444,31.54416667
AAN,Al Ain International,"Al Ain, United Arab Emirates",24.26166667,55.60916667
AAO,Anaco Airport,"Anaco, Venezuela",9.43,-64.47083333
AAQ,Vityazevo,"Anapa, Russia",45.00222222,37.34722222
AAR,Aarhus Airport,"Aarhus, Denmark",56.3,10.61888889
AAU,Asau W Sam,"Asau, Samoa",-13.51666667,-172.65
AAX,Romeu Zema,"Araxa, Brazil",-19.56333333,-46.96027778
ABD,Abadan Airport,"Abadan, Iran",30.36527778,48.23305556
ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",40.6525,-75.44027778
ABI,Abilene Regional,"Abilene, TX",32.41138889,-99.68194444
ABJ,Felix Houphouet Boigny Abidjan International,"Abidjan, Cote d'Ivoire",5.26138889,-3.92583333
ABK,Kebri Dahar,"Kabri Dar, Ethiopia",6.73277778,44.24138889
ABL,Ambler River,"Ambler, AK",67.0875,-157.8458333
ABQ,Albuquerque International Sunport,"Albuquerque, NM",35.03888889,-106.6083333
ABR,Aberdeen Regional,"Aberdeen, SD",45.44666667,-98.4225
ABS,Abu Simbel Airport,"Abu Simbel, Egypt",22.37583333,31.61166667
ABT,King Saud Bin Abdulaziz,"Al-Baha, Saudi Arabia",20.29833333,41.63583333
ABV,Nnamdi Azikiwe International,"Abuja, Nigeria",9.00666667,7.26305556
ABX,Albury Airport,"Albury, Australia",-36.06777778,146.9580556
ABY,Southwest Georgia Regional,"Albany, GA",31.53555556,-84.19444444
ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",57.20361111,-2.19916667
ACA,General Juan N Alvarez International,"Acapulco, Mexico",16.75694444,-99.75388889
ACB,Antrim County,"Bellaire, MI",44.98861111,-85.19833333
ACC,Accra Kotoka International,"Accra, Ghana",5.60444444,-0.1675
ACE,Lanzarote,"Arrecife, Spain",28.94555556,-13.60527778
ACH,St Gallen Altenrhein,"Altenrhein, Switzerland",47.485,9.56
ACI,Alderney Airport,"Alderney, United Kingdom",49.70694444,-2.21472222
ACK,Nantucket Memorial,"Nantucket, MA",41.25305556,-70.06
ACT,Waco Regional,"Waco, TX",31.61222222,-97.23027778
ACU,Achutupo Airport,"Achutupo, Panama",8.43333333,-77.96666667
ACV,California Redwood Coast Humboldt County,"Arcata/Eureka, CA",40.97777778,-124.1083333
ACY,Atlantic City International,"Atlantic City, NJ",39.4575,-74.57722222
ADA,Adana International,"Adana, Turkey",36.98222222,35.28027778
ADB,Adnan Menderes,"Izmir, Turkey",38.29222222,27.15583333
ADC,Andakombe Airport,"Andakombe, Papua New Guinea",-7.13722222,145.745
ADD,Bole International,"Addis Ababa, Ethiopia",8.97805556,38.79944444
ADE,Aden International,"Aden, Yemen",12.82944444,45.02888889
ADJ,Marka International,"Amman, Jordan",31.97277778,35.99166667
ADK,Adak,"Adak Island, AK",51.88361111,-176.6425
ADL,Adelaide International,"Adelaide, Australia",-34.945,138.5305556
ADM,Ardmore Municipal,"Ardmore, OK",34.30388889,-97.02055556
ADN,Andes Airport,"Andes, Colombia",5.69777778,-75.88027778
ADO,Andamooka Airport,"Andamooka, Australia",-30.43777778,137.1372222
ADQ,Kodiak Airport,"Kodiak, AK",57.74972222,-152.4938889
ADS,Addison,"Dallas, TX",32.96861111,-96.83638889
ADW,Joint Base Andrews,"Camp Springs, MD",38.81083333,-76.86694444
ADX,RAF Leuchars,"St Andrews, United Kingdom",56.37416667,-2.86861111
ADZ,Gustavo Rojas Pinilla,"San Andres Island, Colombia",12.58361111,-81.71138889
DHF,Al Dhafra Air Base,"Al Dhafra, United Arab Emirates",24.24833333,54.54777778
AED,Aleneva Airport,"Aleneva, AK",58.03333333,-152.9
AEG,Aek Godang,"Padang Sidempuan, Indonesia",1.4,99.43055556
AEH,Abeche Airport,"Abeche, Chad",13.8475,20.84333333
AEO,Aioun El Atrouss Airport,"Aioun El Atrouss, Mauritania",16.71138889,-9.63777778
AEP,Aeroparque Jorge Newbery,"Buenos Aires, Argentina",-34.55916667,-58.41583333
AER,Adler/Sochi Airport,"Adler/Sochi, Russia",43.45,39.93333333
AES,Vigra,"Aalesund, Norway",62.56027778,6.11027778
AET,Allakaket Airport,"Allakaket, AK",66.55194444,-152.6222222
AEX,Alexandria International,"Alexandria, LA",31.3275,-92.54861111
AEY,Akureyri Airport,"Akureyri, Iceland",65.65666667,-18.07194444
AFA,San Rafael Airport,"San Rafael, Argentina",-34.58777778,-68.40361111
AFF,USAF Academy Airfield,"Colorado Springs, CO",38.97416667,-104.8177778
AFK,Nebraska City Municipal,"Nebraska, NE",40.60666667,-95.86666667
AFO,Afton Municipal,"Afton, WY",42.70888889,-110.9422222
AFP,Anson County Jeff Cloud Field,"Wadesboro, NC",35.02055556,-80.07722222
AFW,Fort Worth Alliance,"Dallas/Fort Worth, TX",32.99027778,-97.31944444
AFY,Afyon Airport,"Afyon, Turkey",38.72638889,30.60111111
AGA,Inezgane,"Agadir, Morocco",30.38138889,-9.54611111
AGB,Augsburg Airport,"Augsburg, Germany",48.42527778,10.93194444
AGC,Allegheny County,"Pittsburgh, PA",40.35444444,-79.92916667
AGF,Agen La Garenne,"Agen, France",44.17388889,0.59305556
AGG,Angoram Airport,"Angoram, Papua New Guinea",-4.06583333,144.0738889
AGH,Angelholm,"Angelholm/Helsingborg, Sweden",56.29111111,12.855
AGK,Kagua Airport,"Kagua, Papua New Guinea",-6.40333333,143.8466667
AGL,Wanigela Airport,"Wanigela, Papua New Guinea",-9.3375,149.1555556
AGN,Angoon Seaplane Base,"Angoon, AK",57.50388889,-134.5833333
AGP,Malaga Airport,"Malaga, Spain",36.67972222,-4.49583333
AGQ,Agrinion Airport,"Agrinion, Greece",38.60194444,21.35111111
AGR,Agra Airport,"Agra, India",27.15777778,77.96083333
AGS,Augusta Regional at Bush Field,"Augusta, GA",33.37,-81.96444444
AGT,Guarani International,"Ciudad del Este, Paraguay",-25.45555556,-54.84361111
AGU,Jesus Teran International,"Aguascalientes, Mexico",21.70555556,-102.3177778
AGV,Oswaldo Guevara Mujica,"Acarigua, Venezuela",9.55333333,-69.2375
AGX,Agatti Island Airport,"Agatti Island, India",10.83333333,72.2
AHA,Naha AB,"Okinawa, Japan",26.19194444,127.6477778
AHB,Abha Airport,"Abha, Saudi Arabia",18.24027778,42.65638889
AHD,Ardmore Downtown Executive,"Ardmore, OK",34.14694444,-97.12277778
AHN,Athens/Ben Epps,"Athens, GA",33.94861111,-83.32583333
AHO,Alghero,"Alghero/Sassari, Italy",40.63222222,8.29083333
AHS,Auas,"Ahuas, Honduras",15.47277778,-84.35305556
AHT,Amchitka,"Amchitka Island, AK",51.37861111,179.2586111
AHU,Cherif El Idrissi International,"Al Hoceima, Morocco",35.17722222,-3.83944444
AIA,Alliance Municipal,"Alliance, NE",42.05333333,-102.8036111
AIB,Anita Bay Airport,"Anita Bay, AK",56.19,-132.4458333
AID,Anderson Municipal-Darlington Field,"Anderson, IN",40.10861111,-85.61305556
AIK,Aiken Regional,"Aiken, SC",33.64944444,-81.685
AIN,Wainwright Airport,"Wainwright, AK",70.63805556,-159.9947222
AIT,Aitutaki Airport,"Aitutaki, Cook Islands",-18.83694444,-159.7611111
AIY,Bader Field,"Atlantic City, NJ",39.36,-74.45722222
AIZ,Lee C Fine Memorial,"Lake of the Ozarks, MO",38.09611111,-92.54944444
AJA,Ajaccio Napoleon Bonaparte,"Ajaccio, France",41.92388889,8.8025
AJF,Al Jouf,"Jouf, Saudi Arabia",29.785,40.1
AJJ,Akjoujt Airport,"Akjoujt, Mauritania",19.72805556,-14.38527778
AJL,Lengpui,"Aizwal, India",23.84055556,92.61972222
AJN,Ouani,"Anjouan, Comoros",-12.13111111,44.43055556
AJR,Arvidsjaur Airport,"Arvidsjaur, Sweden",65.59166667,19.2775
AJU,Santa Maria International,"Aracaju, Brazil",-10.98388889,-37.07027778
AJY,Mano Dayak,"Agades, Niger",16.96083333,8.00916667
AKB,Atka Airport,"Atka, AK",52.22055556,-174.2061111
AKC,Akron Fulton International,"Akron, OH",41.0375,-81.46694444
AKF,Kufra,"Kufrah, Libya",24.17888889,23.31388889
AKI,Akiak Airport,"Akiak, AK",60.90277778,-161.2305556
AKJ,Asahikawa Airport,"Asahikawa, Japan",43.67083333,142.4475
AKK,Akhiok Airport,"Akhiok, AK",56.93861111,-154.1825
AKL,Auckland International,"Auckland, New Zealand",-37.01194444,174.7863889
AKN,King Salmon Airport,"King Salmon, AK",58.67638889,-156.6486111
AKO,Colorado Plains Regional,"Akron, CO",40.17555556,-103.2219444
AKP,Anaktuvuk Pass Airport,"Anaktuvuk Pass, AK",68.13361111,-151.7433333
AKR,Akure Airport,"Akure, Nigeria",7.24666667,5.30111111
AKS,Auki Airport,"Auki, Solomon Islands",-8.7025,160.6816667
AKT,Akrotiri Airport,"Akrotiri, Cyprus",34.59027778,32.98777778
AKX,Aktyubinsk Airport,"Aktyubinsk, Kazakhstan",50.25,57.21666667
AKY,Sittwe Airport,"Sittwe, Burma",20.13333333,92.87055556
AL1,Albertville Regional-Thomas J Brumlik Field,"Albertville, AL",34.22916667,-86.25583333
AL2,Shelby County,"Alabaster, AL",33.17777778,-86.78333333
AL3,Huntsville Executive Tom Sharp Jr,"Huntsville, AL",34.85944444,-86.5575
ALA,Almaty Airport,"Almaty, Kazakhstan",43.35555556,77.04388889
ALB,Albany International,"Albany, NY",42.74916667,-73.80194444
ALC,Alicante Elche,"Alicante, Spain",38.28222222,-0.55805556
ALE,Alpine Casparis Municipal,"Alpine, TX",30.38416667,-103.6836111
ALF,Alta Airport,"Alta, Norway",69.9775,23.36472222
ALG,Houari Boumediene,"Algiers, Algeria",36.6925,3.215
ALH,Albany Airport,"Albany, Australia",-34.94333333,117.8088889
ALI,Alice International,"Alice, TX",27.74083333,-98.02694444
ALJ,Alexander Bay Airport,"Alexander Bay, South Africa",-28.575,16.53333333
ALK,Asela Airport,"Asela, Ethiopia",7.58333333,39.06666667
ALM,Alamogordo White Sands Regional,"Alamogordo, NM",32.83944444,-105.9911111
ALN,St. Louis Regional,"Alton, IL",38.89,-90.04611111
ALO,Waterloo Regional,"Waterloo, IA",42.55694444,-92.40027778
ALP,Aleppo International,"Aleppo, Syria",36.18055556,37.22444444
ALQ,Alegrete Airport,"Alegrete, Brazil",-29.79972222,-55.76333333
ALR,Alexandra Airport,"Alexandra, New Zealand",-45.21138889,169.3716667
ALS,San Luis Valley Regional/Bergman Field,"Alamosa, CO",37.435,-105.8677778
ALT,Alenquer Airport,"Alenquer, Brazil",-1.94055556,-54.74027778
ALU,Alula Airport,"Alula, Somalia",11.98333333,50.78333333
ALW,Walla Walla Regional,"Walla Walla, WA",46.0925,-118.2841667
ALX,Thomas C. Russell Field,"Alexander City, AL",32.91472222,-85.96305556
ALY,Alexandria International,"Alexandria, Egypt",31.18361111,29.94861111
ALZ,Alitak Seaplane Base,"Lazy Bay, AK",56.89583333,-154.2458333
AMA,Rick Husband Amarillo International,"Amarillo, TX",35.21944444,-101.7058333
AMD,Ahmedabad International,"Ahmedabad, India",23.07722222,72.63444444
AMF,Ama Airport,"Ama, Papua New Guinea",-4.10055556,141.6697222
AMG,Amboin Airport,"Amboin, Papua New Guinea",-4.6,143.5
AMH,Arba Minch Airport,"Arba Minch, Ethiopia",6.03944444,37.59083333
AMI,Selaparang,"Mataram, Indonesia",-8.56055556,116.0947222
AMK,Animas Air Park,"Durango, CO",37.20305556,-107.8691667
AML,Puerto Armuelles Airport,"Puerto Armuelles, Panama",8.2675,-82.86472222
AMM,Queen Alia International,"Amman, Jordan",31.72333333,35.99416667
AMN,Gratiot Community,"Alma, MI",43.32222222,-84.68805556
AMO,Mao Airport,"Mao, Chad",14.14638889,15.31527778
AMP,Ampanihy Airport,"Ampanihy, Madagascar",-24.69944444,44.73277778
AMQ,Pattimura,"Ambon, Indonesia",-3.71027778,128.0897222
AMS,Schiphol,"Amsterdam, Netherlands",52.30861111,4.76388889
AMW,Ames Municipal,"Ames, IA",41.99194444,-93.62194444
AMX,Ammaroo Station,"Ammaroo, Australia",-21.74,135.24
AMY,Ambatomainty Airport,"Ambatomainty, Madagascar",-17.68611111,45.625
ANA,Anaheim-Disneyland HP,"Anaheim, CA",33.81666667,-117.9333333
ANB,Anniston Regional,"Anniston, AL",33.58805556,-85.85805556
ANC,Ted Stevens Anchorage International,"Anchorage, AK",61.17416667,-149.9980556
AND,Anderson Regional,"Anderson, SC",34.49444444,-82.70944444
ANE,Angers Marce,"Angers, France",47.56,-0.31277778
ANF,Andres Sabella International,"Antofagasta, Chile",-23.44444444,-70.445
ANG,Angouleme Brie Champniers,"Angouleme, France",45.72944444,0.21833333
ANI,Aniak Airport,"Aniak, AK",61.58166667,-159.5430556
ANK,Etimesgut,"Ankara, Turkey",39.95194444,32.68611111
ANM,Antsirabato,"Antalaha, Madagascar",-14.99944444,50.32027778
ANN,Annette Island,"Annette, AK",55.04222222,-131.5708333
ANO,Angoche Airport,"Angoche, Mozambique",-16.1825,39.94527778
ANP,Lee,"Annapolis, MD",38.94277778,-76.56833333
ANR,Deurne,"Antwerp, Belgium",51.19,4.46305556
ANS,Andahuaylas Airport,"Andahuaylas, Peru",-13.70888889,-73.35138889
ANU,V C Bird International,"St. Johns, Antigua and Barbuda",17.13611111,-61.79388889
ANV,Anvik Airport,"Anvik, AK",62.64722222,-160.19
ANX,Andoya,"Andeness, Norway",69.2925,16.14416667
AOH,Lima Allen County,"Lima, OH",40.70833333,-84.02694444
AOI,Ancona Falconara,"Ancona, Italy",43.61638889,13.36222222
AOJ,Aomori Airport,"Aomori, Japan",40.73333333,140.6886111
AOK,Karpathos Airport,"Karpathos, Greece",35.42111111,27.14583333
AOL,Paso de Los Libres Airport,"Paso de Los Libres, Argentina",-29.68944444,-57.15194444
AOO,Altoona-Blair County,"Altoona, PA",40.29638889,-78.32
AOR,Sultan Abdul Halim,"Alor Setar, Malaysia",6.18972222,100.3983333
AOS,Amook Bay Airport,"Amook Bay, AK",57.45472222,-153.8130556
APA,Centennial,"Denver, CO",39.57,-104.8491667
APB,Apolo Airport,"Apolo, Bolivia",-14.73888889,-68.41138889
APC,Napa County,"Napa, CA",38.21305556,-122.2805556
APE,San Juan Aposento Airport,"San Juan Aposento, Peru",-15.35,-75.16666667
APF,Naples Municipal,"Naples, FL",26.1525,-81.77555556
APG,Phillips AAF,"Aberdeen, MD",39.46555556,-76.16833333
APK,Apataki Airport,"Apataki, French Polynesia",-15.57527778,-146.4130556
APL,Nampula Airport,"Nampula, Mozambique",-15.10555556,39.28166667
APN,Alpena County Regional,"Alpena, MI",45.07805556,-83.56027778
APO,Apartado Airport,"Apartado, Colombia",7.03333333,-77.2
APR,April River Airport,"April River, Papua New Guinea",-4.67638889,142.54
APT,Marion County Brown Field,"Jasper, TN",35.06055556,-85.58527778
APV,Apple Valley Airport,"Apple Valley, CA",34.57527778,-117.1861111
APW,Faleolo International,"Apia, Samoa",-13.83,-172.0083333
AQI,Hafr Al Batin,"Qaisumah, Saudi Arabia",28.33611111,46.12694444
AQJ,King Hussein International,"Aqaba, Jordan",29.61111111,35.01777778
AQP,Rodriguez Ballon International,"Arequipa, Peru",-16.34055556,-71.57083333
AQS,Saqani Airport,"Saqani, Fiji",-16.75,179.35
AQY,Girdwood Airport,"Girdwood, AK",60.96888889,-149.1194444
AR1,Russellville Regional,"Russellville, AR",35.25916667,-93.0925
AR2,Dennis F Cantrell Field,"Conway, AR",35.08111111,-92.42444444
ARA,Acadiana Regional,"New Iberia, LA",30.03777778,-91.88388889
ARB,Ann Arbor Municipal,"Ann Arbor, MI",42.22305556,-83.74555556
ARC,Arctic Village Airport,"Arctic Village, AK",68.11472222,-145.5794444
ARD,Arcadia Municipal,"Alor, Indonesia",-8.25,124.75
ARE,Antonio/Nery/Juarbe Pol,"Arecibo, PR",18.45083333,-66.67555556
ARG,Walnut Ridge Regional,"Walnut Ridge, AR",36.12472222,-90.925
ARH,Talagi,"Arkhangelsk, Russia",64.60027778,40.71666667
ARI,Chacalluta,"Arica, Chile",-18.34861111,-70.33861111
ARK,Arusha Airport,"Arusha, Tanzania",-3.36666667,36.62555556
ARM,Armidale Airport,"Armidale, Australia",-30.52805556,151.6172222
ARN,Arlanda,"Stockholm, Sweden",59.65194444,17.91861111
ARP,Aragip Airport,"Aragip, Papua New Guinea",-9.87333333,149.4830556
ARQ,Arauquita Airport,"Arauquita, Colombia",7.02111111,-71.38888889
ARS,Aragarcas Airport,"Aragarcas, Brazil",-15.89944444,-52.24111111
ART,Watertown International,"Watertown, NY",43.99194444,-76.01944444
ARU,Aracatuba Airport,"Aracatuba, Brazil",-21.14138889,-50.42444444
ARV,Lakeland/Noble F. Lee Memorial Field,"Minocqua/Woodruff, WI",45.92805556,-89.73083333
ARW,Arad International,"Arad, Romania",46.17666667,21.26194444
ARX,Asbury Park/Monmouth County,"Asbury Park, NJ",40.18333333,-74.11666667
ARY,Ararat Airport,"Ararat, Australia",-37.30944444,142.9886111
ARZ,N'zeto Airport,"N'zeto, Angola",-7.25888889,12.8625
ASA,Assab International,"Assab, Eritrea",13.07166667,42.645
ASB,Ashgabat Airport,"Ashgabat, Turkmenistan",37.98694444,58.36111111
ASC,Ascension Airport,"Ascension, Bolivia",-15.91666667,-63.15
ASD,Fresh Creek,"Andros Town, The Bahamas",24.69805556,-77.79555556
ASE,Aspen Pitkin County Sardy Field,"Aspen, CO",39.22194444,-106.8683333
ASG,Ashburton Airport,"Ashburton, New Zealand",-43.90277778,171.7997222
ASH,Boire Field,"Nashua, NH",42.7825,-71.51416667
ASI,Ascension Aux Af,"Ascension Island, Saint Helena, Ascension, and Tristan da Cunha",-7.96972222,-14.39361111
ASJ,Amami,"Amami O Shima, Japan",28.43055556,129.7125
ASK,Yamoussoukro Airport,"Yamoussoukro, Cote d'Ivoire",6.90305556,-5.36611111
ASL,Harrison County,"Marshall, TX",32.52055556,-94.30777778
ASM,Asmara International,"Asmara, Eritrea",15.28777778,38.90805556
ASN,Talladega Municipal,"Talladega, AL",33.56944444,-86.05111111
ASO,Asosa Hidase,"Asosa, Ethiopia",10.02055556,34.58222222
ASP,Alice Springs Airport,"Alice Springs, Australia",-23.80444444,133.8952778
ASQ,Austin Airport,"Austin, NV",39.46805556,-117.1975
ASR,Kayseri Airport,"Kayseri, Turkey",38.77027778,35.49555556
AST,Astoria Regional,"Astoria/Seaside, OR",46.15805556,-123.8786111
ASU,Silvio Pettirossi International,"Asuncion, Paraguay",-25.23972222,-57.51916667
ASW,Aswan International,"Aswan, Egypt",23.96444444,32.82
ASX,John F Kennedy Memorial,"Ashland, WI",46.54861111,-90.91888889
ASY,Ashley Municipal,"Ashley, ND",46.02305556,-99.35277778
ATA,Anta Huaraz,"Anta, Peru",-9.34722222,-77.6
ATB,Atbara Airport,"Atbara, Sudan",17.70972222,34.05722222
ATC,Arthur's Town Airport,"Arthur's Town, The Bahamas",24.62944444,-75.67388889
ATE,Antlers Municipal,"Antlers, OK",34.19361111,-95.65
ATH,Eleftherios Venizelos International,"Athens, Greece",37.93666667,23.94444444
ATI,Artigas International,"Artigas, Uruguay",-30.40083333,-56.50777778
ATK,Atqasuk Edward Burnell Sr. Memorial,"Atqasuk, AK",70.46722222,-157.4355556
ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",33.63666667,-84.42777778
